Sparte;Hauptkategorie (neu);Unterkategorie (neu);Top-Rang;Relevanz 1-5;Produktname;Bild;Beschreibung (max. 500 Zeichen);Feature / USP (Hauptbotschaft);Sekundäre Information;Link Ferronato-Shop;Preis CHF exkl. MwSt;Art.-Nr.;Verfügbarkeit;Alte Shop-Kategorien;Begründung Top
Übergreifend;01 Messen & Anzeichnen;Wasserwaagen & Winkel;;3;Alu Wasserwaage Länge 300 mm-2000 mm;https://shop.ferronato.ch/images/product/large/5138.png;Alu-Wasserwaage in Längen 300 bis 2000mm. Rohrprofil 49x21mm, eloxiertes Aluminium, SOLA-Focus-Libellen, stossdämpfende Endkappen, hohe Messgenauigkeit in Normal- und Umschlaglage, für horizontales und vertikales Messen.;Präzise Alu-Wasserwaage mit SOLA-Focus-Libellen.;Längen 300-2000mm, eloxiertes Aluminiumprofil.;https://shop.ferronato.ch/de/product/5138/x;35.0;;;Steinbearbeitung > Zubehör und Hilfsmittel > Eisenwaren + Werkzeuge;Häufig genutztes Messwerkzeug ohne Anker-Bestsellerstatus.
Übergreifend;01 Messen & Anzeichnen;Wasserwaagen & Winkel;;3;PICARD Zimmermanswinkel 180 mm/300 mm+SET;https://shop.ferronato.ch/images/product/large/8375.jpg;Zimmermannswinkel aus Alu, Schenkellänge 180+300 mm, Messbereich 0-90°, mit Bohrlehre für millimetergenaue Bohrungen und Sparrenlehre für präzise Schnittwinkel bei Dachkonstruktionen.;Zimmermannswinkel mit Bohr- und Sparrenlehre.;Schenkellänge 180+300 mm, Messbereich 0-90°.;https://shop.ferronato.ch/de/product/8375/x;20.0;;;Steinbearbeitung > Zubehör und Hilfsmittel > Eisenwaren + Werkzeuge;Handwerkzeug, kein regelmässiger Nachkauf.
Übergreifend;01 Messen & Anzeichnen;Wasserwaagen & Winkel;;2;Schlosswinkel;https://shop.ferronato.ch/images/product/large/2021.jpg;Schlosserwinkel mit Anschlag, Stahl verzinkt, in 4 Grössen erhältlich.;Verzinkter Schlosserwinkel mit Anschlag in vier Grössen.;Vier Grössenvarianten, Stahl verzinkt.;https://shop.ferronato.ch/de/product/2021/x;265.4;;;Steinbearbeitung > Zubehör und Hilfsmittel > Eisenwaren + Werkzeuge;Messwerkzeug mit geringer Nachkaufhäufigkeit.
Übergreifend;02 Schneiden & Trennen;Cuttermesser;;3;Universalmesser A 300 RP weiss;https://shop.ferronato.ch/images/product/large/2016.jpg;Universalmesser mit abbrechbaren Klingen A300 RP, Kunststoffgehäuse weiss. Ersatzklingen separat erhältlich.;Cuttermesser mit abbrechbaren Klingen, Ersatzklingen separat erhältlich.;Kunststoffgehäuse weiss, Ersatzklingen als eigener Artikel.;https://shop.ferronato.ch/de/product/2016/x;12.1;;;Töpfern, Ton, Keramik und mehr;Generisches Verbrauchswerkzeug ohne Systembindung.
Übergreifend;02 Schneiden & Trennen;Cuttermesser;;3;Universalmesser L 500 P rot;https://shop.ferronato.ch/images/product/large/1389.jpg;NT Cutter L-500P, robustes Universalmesser für Papier, Karton und Leichtstoffplatten. Klingenbreite 18 mm, Klingenfixierung mit Feststellschraube, Kunststoffgriff. Inklusive 3 Ersatzklingen, Ersatzklingen separat als 6er-Set erhältlich.;Robustes Cuttermesser mit 18 mm Klinge für hohe Beanspruchung.;Inklusive 3 Ersatzklingen, Ersatzklingen-Set separat erhältlich.;https://shop.ferronato.ch/de/product/1389/x;21.3;;;Steinbearbeitung > Zubehör und Hilfsmittel > Eisenwaren + Werkzeuge;Generisches Verbrauchswerkzeug ohne Systembindung.
Übergreifend;02 Schneiden & Trennen;Sanierung & Abbruch;;2;FLEX SM 21-6 Teppichstripper;https://shop.ferronato.ch/images/product/large/7311.png;2000-Watt-Teppichstripper für den Betrieb als Handgerät oder als Bodengerät mit höhenverstellbarem Führungsstiel, robustes Gehäuse, vibrationsarmer Lauf. Messerbreite 210 mm, Hub 8500 Hub/min, Gewicht 16 kg. Inkl. Messer, Werkzeugsatz, Gehörschutz, Schutzhandschuhe und Messerschutz.;Teppichstripper zum Entfernen von Bodenbelägen als Hand- oder Bodengerät.;Messerbreite 210 mm, inkl. Gehörschutz und Schutzhandschuhe.;https://shop.ferronato.ch/de/product/7311/x;1.0;050-566;Nicht an Lager;Aufbearbeitung von Böden + mehr;Nischenmaschine für Bodenbelagsentfernung.
Übergreifend;02 Schneiden & Trennen;Sanierung & Abbruch;;2;Husqvarna K 4000 Cut-n-Break Ø230mm;https://shop.ferronato.ch/images/product/large/7031.jpg;Husqvarna K 4000 Cut-n-Break Ø230mm, Trennschneider für die Cut-n-Break-Methode mit Schnitttiefe bis 400mm von einer Seite. Geeignet für flächenbündige Schnitte nahe Wänden und Böden sowie Fensteröffnungen. Motorleistung 2.7kW, max. Trennscheibe Ø230mm, nass/trocken einsetzbar, Gewicht 9kg. Lieferung ohne Trennscheibe, ohne Wassertank.;Trennschneider für tiefe, wandbündige Schnitte bis 400mm.;Ohne Trennscheibe und Wassertank, max. Scheiben-Ø 230mm.;https://shop.ferronato.ch/de/product/7031/x;2.0;050-368;Nicht an Lager;Steinbearbeitung > Elektrowerkzeuge & Zubehör > Elektrowerkzeuge;Maschine, seltener Nachkauf
Übergreifend;02 Schneiden & Trennen;Sägeblätter & Sägezubehör;1;4;FLEX Metallsägeband 1335x13 8/12 zu SBG 4910 Metallbandsäge;https://shop.ferronato.ch/images/product/large/7641.jpg;Bi-Metall-Sägeband für Stahl, Edelstahl, Buntmetalle und Alu, mit spezieller Vario-Zahnteilung für schwingungsarmes Arbeiten. Positiver Spanwinkel für optimale Schnittleistung. Masse 1335x13x0.65mm, Zahnteilung 8/12, Verpackungseinheit 3 Stück.;Bi-Metall-Sägeband für schwingungsarmes, wirtschaftliches Sägen.;1335x13x0.65mm, 8/12 Zähne pro Zoll, 3 Stück pro Packung.;https://shop.ferronato.ch/de/product/7641/x;91.0;050-698;Nicht an Lager;Steinbearbeitung > Elektrowerkzeuge & Zubehör > Zubehörteile;FLEX Metallsägeband, Verschleissteil zur SBG 4910.
Übergreifend;02 Schneiden & Trennen;Sägeblätter & Sägezubehör;3;4;FLEX Kreissägeblatt CSM ø185;https://shop.ferronato.ch/images/product/large/7673.png;Kreissägeblatt für nahezu gratfreien Schnitt ohne Nachbearbeitung, für die Metall-Kreissäge CSM 4060 zum Sägen von Stahl. Ø185mm, Bohrung 20mm, Schnittbreite 2,0mm, 38 Zähne aus Hartmetall.;Kreissägeblatt für gratfreien Schnitt in Stahl.;Ø185mm, 38 Hartmetallzähne, für FLEX CSM 4060.;https://shop.ferronato.ch/de/product/7673/x;107.0;050-702;ab Lager;Steinbearbeitung > Elektrowerkzeuge & Zubehör > Zubehörteile;FLEX Kreissägeblatt CSM Ø185 für Metallhandkreissäge.
Übergreifend;02 Schneiden & Trennen;Sägeblätter & Sägezubehör;4;4;FLEX Stichsägeblatt JS 75 SW Pro VE5 Stichsägeblätter;https://shop.ferronato.ch/images/product/large/7953.jpg;Stichsägeblatt 75 mm für Akku-Stichsägen, geringer Schneidewiderstand für längere Akku-Laufzeit, geschliffene progressive Verzahnung. Für saubere Schnitte bis 65 mm in Weichholz und Holzwerkstoffen.;Stichsägeblatt für saubere Schnitte bis 65 mm in Weichholz.;Verpackungseinheit VE5, Länge 75 mm.;https://shop.ferronato.ch/de/product/7953/x;19.0;050-758;Nicht an Lager;Elektrogeräte;FLEX Stichsägeblätter Pro im 5er-Pack.
Übergreifend;02 Schneiden & Trennen;Sägeblätter & Sägezubehör;;2;FLEX GR-A CS 62 Adapter für Führungsschiene;https://shop.ferronato.ch/images/product/large/8247.jpg;Adapter zur werkzeuglosen Montage der Kreissäge CS 62 auf der FLEX Führungsschiene, für Schnitte von 0 bis 50 Grad.;Adapter für Winkelschnitte mit CS 62 auf Führungsschiene.;Werkzeuglos montierbar, Schnittwinkel 0-50°.;https://shop.ferronato.ch/de/product/8247/x;42.0;050-548 AF;Nicht an Lager;Elektrogeräte;Systemzubehör, seltener Nachkauf.
Übergreifend;02 Schneiden & Trennen;Sägen;5;2;FLEX CSM 4060 Metallhandkreissäge;https://shop.ferronato.ch/images/product/large/7310.jpg;1200-Watt-Metallhandkreissäge für exaktes Sägen von Metall ohne Kühlflüssigkeit, Schnitttiefe bis 63 mm, Spezial-Hartmetall-Sägeblatt für fast gratfreie Schnitte, werkzeuglos verstellbare Führungsplatte, grosser Späneauffangbehälter mit Schauglas.;Metallhandkreissäge für gratfreie Schnitte ohne Kühlmittel.;Max. Materialstärke Stahl 10 mm, Rundmaterial bis 20 mm.;https://shop.ferronato.ch/de/product/7310/x;690.0;050-564;ab Lager;Elektrogeräte;FLEX CSM 4060 Metallhandkreissäge, meistgefragte Maschine.
Übergreifend;02 Schneiden & Trennen;Sägen;;3;FLEX SBG 4910 Metallbandsäge;https://shop.ferronato.ch/images/product/large/7640.jpg;Funkenfreie Metallbandsäge für den Einsatz in brandgefährdeter Umgebung. Schnittmöglichkeiten ohne Sägetisch bis 100x80mm rechteckig, freihand bis 150x80mm. Zwei Bandgeschwindigkeiten für Voll- und Hohlprofile aus Stahl, Edelstahl und Alu, stufenlose Winkelverstellung.;Funkenfreie Metallbandsäge für Stahl, Edelstahl und Alu.;Zwei Bandgeschwindigkeiten, Schnitt bis 150x80mm freihand.;https://shop.ferronato.ch/de/product/7640/x;625.0;050-696;Nicht an Lager;Elektrogeräte;Maschine, seltener Nachkauf
Übergreifend;02 Schneiden & Trennen;Sägen;;2;FLEX  Säbelsäge Akku  RS 25 18.0-EC C;https://shop.ferronato.ch/images/product/large/5965.jpg;FLEX Akku-Säbelsäge RS 25 mit bürstenlosem Motor, Electronic Management System, doppelt gelagerter Hubstangenführung und Vibrationsausgleich. Werkzeugloser Sägeblattwechsel mit Auswurffunktion, Sägeblatt um 180° wendbar, schwenkbare Sägeauflage, Dual-LED-Licht. Akku-Spannung 18V, Hub max. 25mm, Materialstärke Holz 210mm, Gewicht 1.9kg ohne Akku. Lieferung ohne Akku, ohne Ladegerät.;Akku-Säbelsäge mit grossem Hub und wendbarem Sägeblatt, 18V.;Hub 25mm, Dual-LED-Licht, werkzeugloser Sägeblattwechsel, ohne Akku.;https://shop.ferronato.ch/de/product/5965/x;240.0;050-039;ab Lager;Elektrogeräte;Maschine, seltener Kauf
Übergreifend;02 Schneiden & Trennen;Sägen;;2;FLEX Akku Stichsäge JS 18.0-EC C;https://shop.ferronato.ch/images/product/large/6784.jpg;Akku-Stichsäge mit bürstenlosem Motor, stufenloser Schnittgeschwindigkeit, werkzeuglosem Sägeblattwechsel und 4-stufigem Pendelhub. Sägetisch bis 45° neigbar, Absaugstutzen 27 mm, integriertes LED-Licht. Betrieb mit allen FLEX 18V-Akkupacks, Lieferung ohne Akku, max. Materialstärke Holz 120 mm, Gewicht 2,1 kg.;Akku-Stichsäge mit werkzeuglosem Blattwechsel und Absaugstutzen.;Neigbarer Sägetisch bis 45°, max. Holzstärke 120 mm.;https://shop.ferronato.ch/de/product/6784/x;325.0;050-440;ab Lager;Elektrogeräte;Maschine mit seltenerem Kaufzyklus als Verbrauchsmaterial.
Übergreifend;02 Schneiden & Trennen;Sägen;;2;FLEX Akku Säbelsäge RSP DW 18.0-EC C;https://shop.ferronato.ch/images/product/large/6785.jpg;Akku-Säbelsäge mit bürstenlosem Motor, bis zu 40 Prozent weniger Vibration durch doppeltgelagerte Hubstangenführung. Werkzeugloser Sägeblattwechsel mit Auswurffunktion, Pendelhubverstellung 0-3 mm, Sägeblatt um 180° wendbar. Betrieb mit allen FLEX 18V-Akkupacks, max. Materialstärke Holz 300 mm, Metall 20 mm, Gewicht 4,1 kg.;Vibrationsarme Akku-Säbelsäge für Holz bis 300 mm und Metall bis 20 mm.;40 Prozent weniger Vibration, werkzeugloser Sägeblattwechsel.;https://shop.ferronato.ch/de/product/6785/x;310.0;050-442;ab Lager;Elektrogeräte;Maschine mit seltenerem Kaufzyklus als Verbrauchsmaterial.
Übergreifend;02 Schneiden & Trennen;Sägen;;2;FLEX CS 62 18-EC C Kreissäge;https://shop.ferronato.ch/images/product/large/7302.jpg;Akku-Handkreissäge 18 V für Trockenbau und Sanierung, Schnitttiefe bis 62 mm, Winkelskala 0-50 Grad, doppelt geklemmtes Schwenkelement, Anschluss für Staubabsaugung und Spänefangsack. Lieferung ohne Akku und Ladegerät.;Akku-Handkreissäge für Trockenbau- und Sanierungsschnitte.;Sägeblattdurchmesser 165 mm, inkl. Standard-Sägeblatt und Staubsack.;https://shop.ferronato.ch/de/product/7302/x;310.0;050-548;ab Lager;Steinbearbeitung > Elektrowerkzeuge & Zubehör > Elektrowerkzeuge;Maschine, kein laufendes Verbrauchsprodukt.
Übergreifend;02 Schneiden & Trennen;Sägen;;2;FLEX CSM 57 18-EC C Metall Handkreissäge 18V;https://shop.ferronato.ch/images/product/large/7349.jpg;Akku-Metall-Handkreissäge 18 V zum exakten Sägen von Metall ohne Kühlflüssigkeit, Motorbremse stoppt das Sägeblatt in 0.5 Sekunden, werkzeuglos verstellbare Führungsplatte, Schnitttiefe bis 57 mm. Inkl. Sägeblatt für Stahl/Edelstahl, Adapterplatte für Führungsschiene und Parallelanschlag. Lieferung ohne Akku und Ladegerät.;Akku-Metallhandkreissäge mit 0.5-Sekunden-Motorbremse.;Schnitttiefe bis 57 mm, inkl. Sägeblatt und Parallelanschlag.;https://shop.ferronato.ch/de/product/7349/x;325.0;050-606;ab Lager;Elektrogeräte;Maschine, kein laufendes Verbrauchsprodukt.
Übergreifend;02 Schneiden & Trennen;Sägen;;2;FLEX JSB 18-EC C Stichsäge;https://shop.ferronato.ch/images/product/large/7304.jpg;Akku-Stichsäge 18 V mit werkzeuglosem Sägeblattwechsel, 4-stufigem Pendelhub, doppelter Rollenführung, integrierter Blasfunktion und LED-Licht. Für prazise Schnitte in Holz bis 120 mm und Metall bis 8 mm. Lieferung ohne Akku und Ladegerät.;Akku-Stichsäge mit 4-stufigem Pendelhub und Blasfunktion.;Schwenkbereich bis 45 Grad, inkl. Gleitschuh und Spanreissschutz.;https://shop.ferronato.ch/de/product/7304/x;320.0;050-552;ab Lager;Steinbearbeitung > Elektrowerkzeuge & Zubehör > Elektrowerkzeuge;Maschine, kein laufendes Verbrauchsprodukt.
Übergreifend;02 Schneiden & Trennen;Sägen;;2;FLEX SMS 305 18-EC Kapp- und Gehrungssäge;https://shop.ferronato.ch/images/product/large/7329.jpg;Akku-Kapp-Zugsäge 18 V mit Schnittkapazität 101x330 mm und 92x356 mm, beidseitigen Tischverlängerungen, gelaserter Winkelskala 52 Grad L/60 Grad R, Schwenksegment bis 48 Grad L/R und Schnellspann-Niederhalter. Für Holzständerwerke, Trockenbau-Unterkonstruktionen und Laminatverlegung. Lieferung ohne Akku, Cargo-Versand.;Akku-Kapp-Zugsäge mit grosser Schnittkapazität 330 mm.;Sägeblattdurchmesser 305 mm, klappbar auf Untergestell WB 110-260.;https://shop.ferronato.ch/de/product/7329/x;1.0;050-578;ab Lager;Elektrogeräte;Grossmaschine, kein laufendes Verbrauchsprodukt.
Übergreifend;02 Schneiden & Trennen;Sägen;;2;FLEX Säbelsäge RS 29 18.0 EC;https://shop.ferronato.ch/images/product/large/7162.jpg;FLEX Säbelsäge RS 29 18.0 EC, langlebiger 4-Pol-Hochleistungsmotor, zuschaltbarer Pendelhub für schnelle Sägearbeiten in Holz. Sägeblatt um 180° wendbar, werkzeugloser Wechsel, abnehmbare schwenkbare Sägeauflage. Leerlaufhubzahl 0-3100/min, Hub 29mm, Gewicht ohne Akku 2.9kg. Lieferung ohne Akku, ohne Ladegerät.;Akku-Säbelsäge mit wendbarem Sägeblatt und Pendelhub.;Ohne Akku und Ladegerät, kompatibel mit FLEX-18V-System.;https://shop.ferronato.ch/de/product/7162/x;225.0;050-466;Nicht an Lager;Elektrogeräte;Maschine, seltener Nachkauf
Übergreifend;02 Schneiden & Trennen;Trenn- & Schleifscheiben Metall;2;4;NORTON Vulcan INOX Trennscheibe 125x1.0x22.23mm;https://shop.ferronato.ch/images/product/large/7763.jpg;Trennscheibe für Stahl und Edelstahl, eisen-, schwefel- und chlorfrei mit scharfem Aluminiumoxidkorn. Hohe Stabilität bei geraden Schnitten, längere Standzeit und höherer Materialabtrag, keine Verunreinigung auf Edelstahl. 125x1.0x22.23mm, Box à 100 Stück.;Industrielle Trennscheibe für Stahl und Edelstahl, chlorfrei.;125x1.0x22.23mm, Box à 100 Stück.;https://shop.ferronato.ch/de/product/7763/x;216.0;010-280 1;ab Lager;GALA+Tiefbau+Renovation;NORTON Vulcan INOX Trennscheibe, hoher Nachkauf.
Übergreifend;03 Bohren & Fräsen;Akku-Bohrschrauber;;2;FLEX 2 Gang Akku Bohrschrauber DD 2G 18.0-EC HD C TURBO 158Nm;https://shop.ferronato.ch/images/product/large/6780.jpg;2-Gang-Akku-Bohrschrauber mit bürstenlosem Motor und Turbo-Modus für bis zu 27 Prozent höhere Drehzahl, max. Drehmoment 158 Nm. Anti-Kickback-Funktion, 23 Drehmomentstufen, Metall-Schnellspannbohrfutter mit Auto-Lock, LED-Licht und Akku-Kapazitätsanzeige. Betrieb mit allen FLEX 18V-Akkupacks, Lieferung ohne Akku, Gewicht 1,7 kg.;158-Nm-Akku-Bohrschrauber mit Turbo-Modus und Anti-Kickback-Schutz.;23 Drehmomentstufen, Turbo-Modus, Lieferung ohne Akku und Ladegerät.;https://shop.ferronato.ch/de/product/6780/x;285.0;050-434;ab Lager;Elektrogeräte;Maschine mit seltenerem Kaufzyklus als Verbrauchsmaterial.
Übergreifend;03 Bohren & Fräsen;Akku-Bohrschrauber;;2;FLEX 2 Gang Akku Bohrschrauber DD 2G 18.0-EC LD C;https://shop.ferronato.ch/images/product/large/6782.png;Kompakter 2-Gang-Akku-Bohrschrauber mit bürstenlosem Motor und extrem kurzer Kopflänge, max. Drehmoment 65 Nm. Metall-Schnellspannbohrfutter mit Auto-Lock, 23 Drehmomentstufen, LED-Licht und Akku-Kapazitätsanzeige. Betrieb mit allen FLEX 18V-Akkupacks, Lieferung ohne Akku, Gewicht 1,2 kg.;Kompakter Allround-Bohrschrauber mit kurzer Kopflänge für enge Stellen.;Max. Drehmoment 65 Nm, 23 Stufen, Lieferung ohne Akku und Ladegerät.;https://shop.ferronato.ch/de/product/6782/x;200.0;050-432;ab Lager;Elektrogeräte;Maschine mit seltenerem Kaufzyklus als Verbrauchsmaterial.
Übergreifend;03 Bohren & Fräsen;Akku-Bohrschrauber;;2;FLEX Akku-Bohrschrauber DD 2G 12.0-LDBC/2.5 Set;https://shop.ferronato.ch/images/product/large/7407.png;2-Gang-Akku-Bohrschrauber 12 V Light Duty mit bürstenlosem Motor, Schnellspannbohrfutter mit Auto-Lock-Funktion und elektronischer Schnellbremse. Max. Drehmoment 34 Nm hart, Bohrfutter-Spannweite 0.8-10 mm. Set inkl. 2x Akku, Schnellladegerät 12 V und Transportkoffer.;12-V-Akku-Bohrschrauber-Set mit zwei Akkus und Ladegerät.;Max. Bohr-Durchmesser Holz 25 mm, Gewicht mit Koffer 5.1 kg.;https://shop.ferronato.ch/de/product/7407/x;169.0;050-672;ab Lager;Elektrogeräte;Maschinen-Set, kein laufendes Verbrauchsprodukt.
Übergreifend;03 Bohren & Fräsen;Akku-Bohrschrauber;;2;FLEX Akku-Bohrschrauber DD 2G 18.0-EC LD/2.5 SET;https://shop.ferronato.ch/images/product/large/6917.jpg;FLEX Akku-Bohrschrauber DD 2G 18.0-EC LD/2.5 Set, bürstenlos, kompakter Allround-Schrauber mit kurzer Kopflänge. Schnellspannbohrfutter mit Auto-Lock, 23 Drehmomentstufen, max. Drehmoment 65Nm hart. Lieferung mit 2 Akkus 2.5Ah, Ladegerät und Koffer.;Kompletes Akku-Bohrschrauber-Set inkl. 2 Akkus und Ladegerät.;Inkl. 2x Akku 2.5Ah, Ladegerät, Koffer und Gürtelclip.;https://shop.ferronato.ch/de/product/6917/x;249.0;050-454;Nicht an Lager;Gipser / Betonkosmetik;Maschinen-Set, einmalige Anschaffung
Übergreifend;03 Bohren & Fräsen;Akku-Bohrschrauber;;2;FLEX DD 4G 18-EC C Bohrschrauber;https://shop.ferronato.ch/images/product/large/7298.jpg;4-Gang-Akku-Bohrschrauber 18 V mit bis zu 4200 U/min, bürstenlosem Motor, Anti-Kickback-Abschaltung, werkzeuglos abnehmbarem Bohrfutter und Aluminium-Druckguss-Getriebegehäuse. Inkl. Zusatzhandgriff und zwei Bithaltern, Lieferung ohne Akku und Ladegerät.;4-Gang-Akku-Bohrschrauber mit hoher Bohr- und Schraubeffizienz.;Max. Drehmoment 135 Nm hart, Bohr-Durchmesser Holz bis 76 mm.;https://shop.ferronato.ch/de/product/7298/x;310.0;050-498;ab Lager;Elektrogeräte;Maschine, kein laufendes Verbrauchsprodukt.
Übergreifend;03 Bohren & Fräsen;Akku-Bohrschrauber;;2;FLEX PD 2G 18-EC LD C Schlagbohrschrauber;https://shop.ferronato.ch/images/product/large/7316.jpg;Kompakter Akku-Schlagbohrschrauber 18 V mit extrem kurzer Kopflänge, bürstenlosem Motor, Metall-Schnellspannbohrfutter und elektronischer Schnellbremse. Max. Drehmoment 65 Nm hart, 24 Drehmomentstufen. Lieferung ohne Akku und Ladegerät.;Kompakter 18-V-Schlagbohrschrauber mit kurzer Kopflänge.;Max. Bohr-Durchmesser Holz 52 mm, inkl. Bithalter und Gürtelclip.;https://shop.ferronato.ch/de/product/7316/x;215.0;050-528;ab Lager;Elektrogeräte;Maschine, kein laufendes Verbrauchsprodukt.
Übergreifend;03 Bohren & Fräsen;Akku-Bohrschrauber;;2;Flex SD 7-320 4 Akku-Schraubendreher;https://shop.ferronato.ch/images/product/large/7938.jpg;Kompakter Akku-Schraubendreher 4V mit sieben Drehmomentstufen, 1/4-Zoll-Innensechskantaufnahme, Rechts-/Linkslauf und USB-C-Ladeanschluss. Max. Drehmoment 5 Nm, Gewicht 307 g. Für Schaltschrankmontage, Instandhaltung und Möbelmontage.;Schlanker Akku-Schraubendreher mit USB-C-Ladung.;Inkl. USB-C-Kabel, Bit-Set und Transporttasche.;https://shop.ferronato.ch/de/product/7938/x;49.0;050-288 7;ab Lager;Elektrogeräte;Maschine, seltener Neukauf.
Übergreifend;03 Bohren & Fräsen;Akku-Bohrschrauber;;2;Flex Schlagbohrschrauber PD 2G 18.0 EC HD;https://shop.ferronato.ch/images/product/large/6333.jpg;Akku-Schlagbohrschrauber mit bürstenlosem Motor, Anti-Kickback, Turbo-Modus für 27 Prozent höhere Drehzahl, max. Drehmoment 158 Nm. Elektronische Schnellbremse, LED-Licht, 23 Drehmomentstufen, Bohrfutter 1,5-13 mm. Betrieb mit FLEX 18V Akkupacks, Gewicht 1,7 kg, ohne Akku und Ladegerät.;Akku-Schlagbohrschrauber mit 158 Nm und Turbo-Modus.;FLEX 18V Akku-System, inkl. Bitgarage und Gürtelclip.;https://shop.ferronato.ch/de/product/6333/x;305.0;050-109;ab Lager;Elektrogeräte;Maschine, seltener Nachkauf.
Übergreifend;03 Bohren & Fräsen;Akku-Schlagschrauber;;2;"FLEX ID 1/4"" 18-EC HD C Schlagschrauber";https://shop.ferronato.ch/images/product/large/7318.jpg;Akku-Schlagschrauber 18 V mit 1/4-Zoll-Sechskantaufnahme, Tap-Modus für selbstschneidende Schrauben, Speed Command mit drei Drehzahlbereichen und Bitauswurf. Max. Drehmoment bis 237 Nm, ideal für Schraubarbeiten in engen Bereichen. Lieferung ohne Akku und Ladegerät.;Akku-Schlagschrauber mit Tap-Modus und drei Drehzahlbereichen.;Max. Drehmoment 237 Nm, inkl. Bitgarage und Gürtelclip.;https://shop.ferronato.ch/de/product/7318/x;270.0;050-532;ab Lager;Elektrogeräte;Maschine, kein laufendes Verbrauchsprodukt.
Übergreifend;03 Bohren & Fräsen;Akku-Schlagschrauber;;2;"FLEX IW 1/2"" 1500 18-EC C Schlagschrauber";https://shop.ferronato.ch/images/product/large/7325.jpg;Akku-Schlagschrauber 18 V mit 1/2-Zoll-Vierkantaufnahme für höchste Anzugsmomente, Speed Command mit drei Drehzahlbereichen, Auto-Stop-Modus und entkoppeltem, gedämpftem Handgriff. Max. Drehmoment 1500 Nm, Lösemoment 2000 Nm. Lieferung ohne Akku und Ladegerät.;Akku-Schlagschrauber mit 1500 Nm für schwerste Verschraubungen.;Lösemoment bis 2000 Nm, LED-Licht in fünf Stufen.;https://shop.ferronato.ch/de/product/7325/x;470.0;050-542 1500;ab Lager;Elektrogeräte;Maschine, kein laufendes Verbrauchsprodukt.
Übergreifend;03 Bohren & Fräsen;Akku-Schlagschrauber;;2;"FLEX IW 1/2"" 400 18-EC C Schlagschrauber";https://shop.ferronato.ch/images/product/large/7323.jpg;Akku-Schlagschrauber 18 V mit 1/2-Zoll-Vierkantaufnahme für Schlagnüsse, Speed Command mit drei Drehzahlbereichen, Auto-Stop-Modus und integriertem LED-Licht in fünf Stufen. Max. Drehmoment 406 Nm, Lösemoment 600 Nm. Lieferung ohne Akku und Ladegerät.;Akku-Schlagschrauber mit 1/2-Zoll-Vierkantaufnahme, 406 Nm.;Lösemoment bis 600 Nm, inkl. Gürtelclip.;https://shop.ferronato.ch/de/product/7323/x;310.0;050-542 400;Nicht an Lager;Elektrogeräte;Maschine, kein laufendes Verbrauchsprodukt.
Übergreifend;03 Bohren & Fräsen;Akku-Schlagschrauber;;2;"FLEX IW 1/2"" 750 18-EC C Schlagschrauber";https://shop.ferronato.ch/images/product/large/7324.jpg;Akku-Schlagschrauber 18 V mit 1/2-Zoll-Vierkantaufnahme und kraftvollem Schlagwerk zum Lösen festsitzender, angerosteter Verschraubungen. Speed Command mit drei Drehzahlbereichen, Auto-Stop-Modus, entkoppelter Handgriff. Max. Drehmoment 750 Nm, Lösemoment 950 Nm. Lieferung ohne Akku und Ladegerät.;Akku-Schlagschrauber für festsitzende Verschraubungen, 750 Nm.;Lösemoment bis 950 Nm, kompakte Bauform aus Aluminium-Druckguss.;https://shop.ferronato.ch/de/product/7324/x;300.0;050-542 750;ab Lager;Elektrogeräte;Maschine, kein laufendes Verbrauchsprodukt.
Übergreifend;03 Bohren & Fräsen;Akku-Schlagschrauber;;2;"FLEX Schlagschrauber Akku  IW 1/2"" 950 18.0-EC C";https://shop.ferronato.ch/images/product/large/5821.jpg;"FLEX Akku-Schlagschrauber IW 1/2"" 950 mit bürstenlosem Motor und Electronic Management System. Vierkantaufnahme 1/2"" für Schlagnüsse, elektronische Schnellbremse, Speed Command mit 3 Drehzahlbereichen, LED-Licht und Akku-Kapazitätsanzeige. Max. Drehmoment 950 Nm (3 Stufen: 280/700/950), Leerlaufdrehzahl bis 2100/min, Gewicht 3.1kg ohne Akku. Lieferung ohne Akku, ohne Ladegerät.";Akku-Schlagschrauber mit 950 Nm Drehmoment, bürstenlos, 3 Drehzahlstufen.;18V, 1/2-Vierkant, 3 Drehmomentstufen 280/700/950 Nm, ohne Akku.;https://shop.ferronato.ch/de/product/5821/x;365.0;050-105;Nicht an Lager;Elektrogeräte;Maschine, seltener Kauf
